Product_Supermarket_Identifier,Product_Supermarket_Sales
FDD08_CHUKWUDI035,2768.154167
FDD08_CHUKWUDI049,2358.113218
FDD09_CHUKWUDI013,6350.112384
FDD10_CHUKWUDI010,909.685661
FDD10_CHUKWUDI013,4610.551679
FDD11_CHUKWUDI013,6566.183082
FDD11_CHUKWUDI018,5938.471368
FDD14_CHUKWUDI013,6126.134879
FDD16_CHUKWUDI019,-2021.06127
FDD16_CHUKWUDI035,4407.798243
FDD16_CHUKWUDI046,3906.808719
FDD17_CHUKWUDI010,2888.99565
FDD17_CHUKWUDI013,6617.61596
FDD17_CHUKWUDI046,6502.802937
FDD17_CHUKWUDI049,7208.79863
FDD20_CHUKWUDI027,10321.08804
FDD21_CHUKWUDI035,6942.30842
FDD26_CHUKWUDI010,3590.466092
FDD28_CHUKWUDI017,3358.57959
FDD28_CHUKWUDI027,7692.921164
FDD28_CHUKWUDI046,2811.662233
FDD28_CHUKWUDI049,2966.525437
FDD29_CHUKWUDI010,7214.267588
FDD29_CHUKWUDI013,10877.33984
FDD29_CHUKWUDI018,10533.40388
FDD29_CHUKWUDI046,11196.36421
FDD29_CHUKWUDI049,11546.75285
FDD32_CHUKWUDI017,3420.917084
FDD32_CHUKWUDI018,2299.075463
FDD33_CHUKWUDI013,10161.84571
FDD33_CHUKWUDI018,9781.650278
FDD35_CHUKWUDI027,9054.333505
FDD35_CHUKWUDI035,4763.076864
FDD35_CHUKWUDI045,4131.810972
FDD36_CHUKWUDI027,9627.890263
FDD38_CHUKWUDI017,5017.381498
FDD38_CHUKWUDI019,-1199.658199
FDD38_CHUKWUDI027,9431.355428
FDD38_CHUKWUDI035,5258.316461
FDD38_CHUKWUDI045,4602.204035
FDD39_CHUKWUDI013,6834.443708
FDD39_CHUKWUDI018,6401.254958
FDD39_CHUKWUDI046,7146.290367
FDD40_CHUKWUDI013,7200.689498
FDD41_CHUKWUDI017,4380.682955
FDD41_CHUKWUDI027,8871.428706
FDD41_CHUKWUDI045,3962.424758
FDD44_CHUKWUDI013,14477.05218
FDD44_CHUKWUDI018,13985.80837
FDD44_CHUKWUDI046,14702.47205
FDD44_CHUKWUDI049,14892.80479
FDD45_CHUKWUDI018,3446.547612
FDD45_CHUKWUDI035,4767.527825
FDD45_CHUKWUDI045,4079.040254
FDD47_CHUKWUDI013,8079.128309
FDD48_CHUKWUDI045,4312.478797
FDD50_CHUKWUDI013,6601.648951
FDD51_CHUKWUDI019,-4187.703905
FDD51_CHUKWUDI027,6725.37356
FDD51_CHUKWUDI035,2070.68276
FDD51_CHUKWUDI045,1999.807063
FDD51_CHUKWUDI049,2090.663282
FDD52_CHUKWUDI027,9612.854361
FDD52_CHUKWUDI035,5309.768033
FDD53_CHUKWUDI017,3685.954984
FDD53_CHUKWUDI019,-2692.582396
FDD53_CHUKWUDI027,8158.189404
FDD53_CHUKWUDI049,3517.170512
FDD57_CHUKWUDI017,3817.142838
FDD57_CHUKWUDI027,8225.038892
FDD57_CHUKWUDI035,4047.554478
FDD58_CHUKWUDI018,3663.086698
FDD58_CHUKWUDI019,-1519.844367
FDD58_CHUKWUDI035,4969.45381
FDD58_CHUKWUDI045,3971.724577
FDD59_CHUKWUDI017,4415.59414
FDD59_CHUKWUDI027,8909.528669
FDD59_CHUKWUDI045,3876.394908
FDD59_CHUKWUDI046,4005.723639
FDE02_CHUKWUDI017,4224.719116
FDE02_CHUKWUDI019,-2273.261342
FDE02_CHUKWUDI027,8726.712943
FDE04_CHUKWUDI010,2742.740865
FDE04_CHUKWUDI013,6444.469717
FDE09_CHUKWUDI019,-1589.473921
FDE09_CHUKWUDI027,9229.583102
FDE09_CHUKWUDI045,4253.808053
FDE10_CHUKWUDI027,9325.106497
FDE11_CHUKWUDI010,5557.275431
FDE11_CHUKWUDI013,9318.055885
FDE14_CHUKWUDI018,4803.001717
FDE14_CHUKWUDI035,6126.939763
FDE14_CHUKWUDI045,5456.528867
FDE16_CHUKWUDI010,6923.733865
FDE20_CHUKWUDI013,8133.210808
FDE21_CHUKWUDI027,8855.675717
FDE21_CHUKWUDI045,3899.121646
FDE23_CHUKWUDI017,3261.388828
FDE23_CHUKWUDI018,2096.938551
FDE23_CHUKWUDI035,3360.621728
FDE23_CHUKWUDI045,2796.732935
FDE23_CHUKWUDI046,2858.407275
FDE28_CHUKWUDI010,4586.741803
FDE28_CHUKWUDI013,8591.303712
FDE28_CHUKWUDI049,9047.586121
FDE29_CHUKWUDI018,1718.338038
FDE29_CHUKWUDI027,7715.695805
FDE29_CHUKWUDI045,2777.6324
FDE29_CHUKWUDI046,2367.921844
FDE29_CHUKWUDI049,3077.187879
FDE32_CHUKWUDI017,2034.416083
FDE32_CHUKWUDI018,834.4204435
FDE32_CHUKWUDI027,6481.855286
FDE32_CHUKWUDI035,2126.499631
FDE32_CHUKWUDI046,1515.351363
FDE33_CHUKWUDI017,5226.849674
FDE33_CHUKWUDI019,-1154.780154
FDE33_CHUKWUDI027,9688.517574
FDE33_CHUKWUDI045,4659.124474
FDE33_CHUKWUDI049,4987.034117
FDE34_CHUKWUDI010,4283.076103
FDE35_CHUKWUDI027,8184.849099
FDE35_CHUKWUDI045,3222.127865
FDE35_CHUKWUDI049,3407.897707
FDE39_CHUKWUDI035,5430.759207
FDE39_CHUKWUDI045,4934.446958
FDE40_CHUKWUDI017,3372.979808
FDE40_CHUKWUDI018,2386.86612
FDE40_CHUKWUDI019,-3129.840158
FDE40_CHUKWUDI027,7824.843895
FDE40_CHUKWUDI045,2944.132499
FDE41_CHUKWUDI017,4209.782893
FDE41_CHUKWUDI019,-1933.781266
FDE41_CHUKWUDI035,4472.575748
FDE41_CHUKWUDI045,3862.453402
FDE41_CHUKWUDI046,3790.355064
FDE41_CHUKWUDI049,4161.947191
FDE44_CHUKWUDI017,2567.916863
FDE44_CHUKWUDI035,2632.754308
FDE44_CHUKWUDI045,2365.579101
FDE44_CHUKWUDI046,2138.829485
FDE45_CHUKWUDI013,7846.561096
FDE51_CHUKWUDI017,3009.197107
FDE51_CHUKWUDI019,-3362.415133
FDE51_CHUKWUDI027,7496.548732
FDE51_CHUKWUDI035,3219.001748
FDE51_CHUKWUDI046,2579.411555
FDE52_CHUKWUDI027,8863.40786
FDE53_CHUKWUDI017,4846.415051
FDE53_CHUKWUDI027,8987.579715
FDE53_CHUKWUDI045,4392.262087
FDE56_CHUKWUDI017,3467.24394
FDE56_CHUKWUDI019,-2938.740835
FDE56_CHUKWUDI027,7959.233947
FDE56_CHUKWUDI035,3713.18651
FDE57_CHUKWUDI027,11112.65771
FDE58_CHUKWUDI027,11192.73086
FDE59_CHUKWUDI017,3242.848046
FDE59_CHUKWUDI018,2035.780919
FDE59_CHUKWUDI035,3466.537059
FDE59_CHUKWUDI049,3003.117986
FDF02_CHUKWUDI017,3748.867898
FDF02_CHUKWUDI018,2580.995386
FDF04_CHUKWUDI013,8112.711746
FDF04_CHUKWUDI018,7404.936295
FDF04_CHUKWUDI046,8398.634379
FDF04_CHUKWUDI049,8240.596297
FDF05_CHUKWUDI013,10366.92757
FDF05_CHUKWUDI018,9887.894669
FDF05_CHUKWUDI035,11158.49985
FDF05_CHUKWUDI045,10630.24099
FDF05_CHUKWUDI046,10653.95989
FDF05_CHUKWUDI049,10798.23063
FDF08_CHUKWUDI018,3608.212034
FDF08_CHUKWUDI035,4771.220361
FDF08_CHUKWUDI045,4153.98689
FDF08_CHUKWUDI046,4199.154185
FDF09_CHUKWUDI018,1210.010943
FDF09_CHUKWUDI027,6821.374183
FDF09_CHUKWUDI035,2530.260096
FDF09_CHUKWUDI045,1852.812917
FDF09_CHUKWUDI049,2166.479798
FDF11_CHUKWUDI018,8379.587939
FDF11_CHUKWUDI049,9360.953225
FDF20_CHUKWUDI010,5025.091759
FDF20_CHUKWUDI013,8839.65259
FDF20_CHUKWUDI046,9055.608541
FDF21_CHUKWUDI010,5880.282983
FDF21_CHUKWUDI013,9574.062548
FDF22_CHUKWUDI010,4385.746595
FDF22_CHUKWUDI013,8183.908445
FDF22_CHUKWUDI046,8467.346306
FDF24_CHUKWUDI017,4837.514265
FDF24_CHUKWUDI018,3690.758383
FDF24_CHUKWUDI027,9231.248173
FDF24_CHUKWUDI035,4979.119938
FDF24_CHUKWUDI049,4650.835485
FDF28_CHUKWUDI027,9146.828212
FDF29_CHUKWUDI027,10491.52268
FDF32_CHUKWUDI010,2934.171116
FDF32_CHUKWUDI013,6602.701621
FDF32_CHUKWUDI046,7090.674354
FDF33_CHUKWUDI027,10076.12666
FDF33_CHUKWUDI035,5386.882794
FDF33_CHUKWUDI045,5011.744051
FDF34_CHUKWUDI010,3225.443839
FDF35_CHUKWUDI017,3713.792666
FDF35_CHUKWUDI035,3885.064051
FDF35_CHUKWUDI045,3260.399524
FDF38_CHUKWUDI046,1806.307928
FDF39_CHUKWUDI013,9818.520452
FDF39_CHUKWUDI018,9431.934991
FDF39_CHUKWUDI045,10188.47004
FDF39_CHUKWUDI046,10165.97037
FDF41_CHUKWUDI018,9661.396855
FDF41_CHUKWUDI046,10339.32753
FDF41_CHUKWUDI049,10625.46642
FDF44_CHUKWUDI027,12065.32303
FDF45_CHUKWUDI017,4065.770902
FDF45_CHUKWUDI018,2936.747605
FDF45_CHUKWUDI045,3504.928718
FDF45_CHUKWUDI049,3793.721961
FDF46_CHUKWUDI027,9756.586126
FDF46_CHUKWUDI035,5354.692168
FDF46_CHUKWUDI045,4808.422393
FDF47_CHUKWUDI013,7349.638654
FDF47_CHUKWUDI046,7601.040145
FDF52_CHUKWUDI010,2333.013927
FDF52_CHUKWUDI013,6039.189375
FDF53_CHUKWUDI013,7609.957738
FDF56_CHUKWUDI010,4093.321763
FDF56_CHUKWUDI013,7811.852595
FDF58_CHUKWUDI027,8733.765726
FDF58_CHUKWUDI046,3863.51571
FDG08_CHUKWUDI013,6479.400459
FDG09_CHUKWUDI010,4545.747483
FDG09_CHUKWUDI013,8145.694454
FDG10_CHUKWUDI018,2820.052793
FDG10_CHUKWUDI019,-2260.673429
FDG10_CHUKWUDI027,8466.932098
FDG10_CHUKWUDI035,4136.740069
FDG10_CHUKWUDI045,3597.879251
FDG12_CHUKWUDI027,10291.64038
FDG12_CHUKWUDI045,5358.462005
FDG16_CHUKWUDI013,8070.220127
FDG16_CHUKWUDI046,8499.301475
FDG17_CHUKWUDI018,10866.43587
FDG17_CHUKWUDI049,11833.66319
FDG20_CHUKWUDI010,620.8260308
FDG22_CHUKWUDI017,2734.290339
FDG22_CHUKWUDI027,7217.135761
FDG22_CHUKWUDI035,2943.56448
FDG22_CHUKWUDI046,2229.370399
FDG24_CHUKWUDI017,3443.463832
FDG24_CHUKWUDI018,2712.73093
FDG24_CHUKWUDI027,8178.441922
FDG24_CHUKWUDI035,3929.949402
FDG24_CHUKWUDI045,3405.288633
FDG24_CHUKWUDI046,3404.092962
FDG24_CHUKWUDI049,3587.482271
FDG26_CHUKWUDI013,10983.17857
FDG26_CHUKWUDI018,10553.76551
FDG26_CHUKWUDI049,11631.17596
FDG28_CHUKWUDI046,6095.707074
FDG29_CHUKWUDI017,2891.477655
FDG29_CHUKWUDI027,7289.299791
FDG29_CHUKWUDI035,3019.16758
FDG29_CHUKWUDI046,2493.298163
FDG29_CHUKWUDI049,2758.308574
FDG31_CHUKWUDI019,-2914.359051
FDG31_CHUKWUDI027,7839.702
FDG31_CHUKWUDI035,3569.710818
FDG31_CHUKWUDI049,3156.109183
FDG32_CHUKWUDI013,9551.643613
FDG32_CHUKWUDI046,9585.876126
FDG33_CHUKWUDI013,5901.355292
FDG34_CHUKWUDI017,6301.359211
FDG34_CHUKWUDI027,10801.90564
FDG34_CHUKWUDI035,6581.664318
FDG34_CHUKWUDI045,5886.357367
FDG38_CHUKWUDI017,6356.823229
FDG38_CHUKWUDI018,5279.5961
FDG38_CHUKWUDI027,10729.71006
FDG38_CHUKWUDI045,5931.25185
FDG38_CHUKWUDI046,5944.397003
FDG38_CHUKWUDI049,6209.41654
FDG40_CHUKWUDI017,3512.776146
FDG40_CHUKWUDI027,7881.88638
FDG40_CHUKWUDI046,3029.161999
FDG41_CHUKWUDI017,4880.903674
FDG41_CHUKWUDI035,4969.701594
FDG44_CHUKWUDI018,2014.757603
FDG44_CHUKWUDI019,-3196.005837
FDG44_CHUKWUDI027,7826.966683
FDG44_CHUKWUDI035,3310.76541
FDG44_CHUKWUDI046,2885.725442
FDG44_CHUKWUDI049,3007.133941
FDG45_CHUKWUDI010,8253.871045
FDG45_CHUKWUDI013,11964.16426
FDG46_CHUKWUDI027,10127.38252
FDG46_CHUKWUDI045,5311.38173
FDG47_CHUKWUDI010,4455.738256
FDG47_CHUKWUDI013,8246.793054
FDG47_CHUKWUDI018,7788.734953
FDG47_CHUKWUDI035,9112.941082
FDG47_CHUKWUDI046,8452.038952
FDG50_CHUKWUDI017,3421.924259
FDG50_CHUKWUDI018,2307.122492
FDG50_CHUKWUDI045,2885.974092
FDG50_CHUKWUDI046,2906.100861
FDG52_CHUKWUDI018,1382.321404
FDG52_CHUKWUDI027,7001.577017
FDG52_CHUKWUDI035,2738.479976
FDG52_CHUKWUDI049,2324.798662
FDG56_CHUKWUDI017,4230.454687
FDG56_CHUKWUDI018,2980.77086
FDG56_CHUKWUDI027,8593.005223
FDG56_CHUKWUDI035,4329.863548
FDG56_CHUKWUDI045,3698.393734
FDG57_CHUKWUDI017,3737.112458
FDG57_CHUKWUDI018,2576.265417
FDG57_CHUKWUDI035,3925.364045
FDG57_CHUKWUDI045,3258.357309
FDG57_CHUKWUDI046,3264.46108
FDG57_CHUKWUDI049,3522.323727
FDG59_CHUKWUDI017,2728.250018
FDG59_CHUKWUDI018,1698.802366
FDG59_CHUKWUDI027,7218.234267
FDG59_CHUKWUDI035,2933.988627
FDG59_CHUKWUDI045,2384.349697
FDG59_CHUKWUDI046,2358.375911
FDG60_CHUKWUDI013,10405.29841
FDG60_CHUKWUDI046,10727.81818
FDG60_CHUKWUDI049,10996.37069
FDH02_CHUKWUDI017,2966.911499
FDH02_CHUKWUDI018,1770.396287
FDH02_CHUKWUDI027,7444.384217
FDH02_CHUKWUDI045,2526.935611
FDH04_CHUKWUDI017,4627.179388
FDH04_CHUKWUDI018,3451.959938
FDH04_CHUKWUDI019,-1707.474278
FDH04_CHUKWUDI046,4100.659508
FDH05_CHUKWUDI018,8915.778934
FDH05_CHUKWUDI046,9565.012313
FDH05_CHUKWUDI049,9844.147576
FDH08_CHUKWUDI046,6264.601053
FDH09_CHUKWUDI017,3300.916665
FDH09_CHUKWUDI027,7798.229822
FDH09_CHUKWUDI035,3457.031591
FDH09_CHUKWUDI045,2921.559282
FDH09_CHUKWUDI049,3149.979219
FDH10_CHUKWUDI010,2136.289288
FDH10_CHUKWUDI013,5961.620655
FDH12_CHUKWUDI017,3847.404235
FDH12_CHUKWUDI019,-2453.218202
FDH12_CHUKWUDI045,3475.326232
FDH16_CHUKWUDI017,4038.102509
FDH16_CHUKWUDI027,8478.500614
FDH16_CHUKWUDI046,3643.441581
FDH16_CHUKWUDI049,3862.26758
FDH17_CHUKWUDI017,5267.913536
FDH17_CHUKWUDI019,-1080.32976
FDH17_CHUKWUDI035,5402.328494
FDH17_CHUKWUDI045,4760.398692
FDH19_CHUKWUDI013,7450.299709
FDH20_CHUKWUDI017,5679.737995
FDH20_CHUKWUDI018,4466.771552
FDH20_CHUKWUDI035,5708.936167
FDH20_CHUKWUDI045,5170.024177
FDH26_CHUKWUDI027,9818.171586
FDH28_CHUKWUDI017,2491.736887
FDH28_CHUKWUDI018,1359.415305
FDH28_CHUKWUDI019,-3896.527867
FDH28_CHUKWUDI027,7134.845994
FDH28_CHUKWUDI035,2737.205984
FDH28_CHUKWUDI045,2059.401273
FDH28_CHUKWUDI046,2076.291264
FDH28_CHUKWUDI049,2422.891841
FDH31_CHUKWUDI019,-2173.291134
FDH31_CHUKWUDI027,8517.8906
FDH31_CHUKWUDI035,4301.334217
FDH32_CHUKWUDI018,3915.376672
FDH32_CHUKWUDI027,9534.785481
FDH32_CHUKWUDI035,5193.434054
FDH32_CHUKWUDI045,4569.054176
FDH33_CHUKWUDI017,2649.094514
FDH33_CHUKWUDI018,1630.511691
FDH33_CHUKWUDI019,-4038.103622
FDH33_CHUKWUDI027,7350.666184
FDH33_CHUKWUDI035,2820.055186
FDH33_CHUKWUDI045,2209.72204
FDH33_CHUKWUDI046,2301.272151
FDH33_CHUKWUDI049,2164.27751
FDH38_CHUKWUDI035,5940.329033
FDH40_CHUKWUDI017,4576.675937
FDH40_CHUKWUDI018,3362.54544
FDH40_CHUKWUDI027,8950.015952
FDH40_CHUKWUDI046,4086.319439
FDH41_CHUKWUDI013,7640.667817
FDH41_CHUKWUDI046,7899.197473
FDH45_CHUKWUDI018,1782.567017
FDH45_CHUKWUDI019,-3524.860894
FDH45_CHUKWUDI035,3071.492466
FDH45_CHUKWUDI045,2418.577379
FDH45_CHUKWUDI046,2424.79264
FDH45_CHUKWUDI049,2682.569816
FDH47_CHUKWUDI035,5416.269855
FDH47_CHUKWUDI045,4784.590509
FDH48_CHUKWUDI017,4200.033032
FDH48_CHUKWUDI018,3153.415065
FDH48_CHUKWUDI019,-2106.076642
FDH48_CHUKWUDI045,3767.401221
FDH48_CHUKWUDI049,4113.386886
FDH50_CHUKWUDI013,6781.950812
FDH52_CHUKWUDI017,3474.293001
FDH52_CHUKWUDI019,-2829.231202
FDH52_CHUKWUDI027,7886.114382
FDH53_CHUKWUDI017,4465.507083
FDH53_CHUKWUDI018,3294.031689
FDH53_CHUKWUDI035,4628.188728
FDH53_CHUKWUDI046,4045.831898
FDH56_CHUKWUDI035,6101.85291
FDH56_CHUKWUDI045,5452.64407
FDH57_CHUKWUDI027,9627.155098
FDH58_CHUKWUDI045,5723.520503
FDH60_CHUKWUDI046,7724.17373
FDI02_CHUKWUDI017,3158.792393
FDI02_CHUKWUDI035,3397.198389
FDI04_CHUKWUDI013,6114.940552
FDI04_CHUKWUDI046,6462.317262
FDI05_CHUKWUDI017,3870.409636
FDI05_CHUKWUDI046,3369.839734
FDI05_CHUKWUDI049,3702.183648
FDI07_CHUKWUDI046,6929.473696
FDI08_CHUKWUDI018,9039.991008
FDI08_CHUKWUDI046,9628.651666
FDI08_CHUKWUDI049,9993.13118
FDI09_CHUKWUDI018,7313.049984
FDI09_CHUKWUDI046,7941.220933
FDI09_CHUKWUDI049,8273.558525
FDI10_CHUKWUDI013,7392.828027
FDI12_CHUKWUDI017,4350.795584
FDI12_CHUKWUDI045,3957.489608
FDI12_CHUKWUDI046,4024.094781
FDI12_CHUKWUDI049,4253.458384
FDI14_CHUKWUDI027,9848.765818
FDI15_CHUKWUDI013,7286.574547
FDI15_CHUKWUDI035,8237.927771
FDI15_CHUKWUDI046,7601.876977
FDI15_CHUKWUDI049,8078.58746
FDI16_CHUKWUDI018,2539.499736
FDI16_CHUKWUDI027,8042.524073
FDI16_CHUKWUDI035,4002.535362
FDI16_CHUKWUDI046,3228.121406
FDI19_CHUKWUDI010,5696.389113
FDI19_CHUKWUDI013,9436.258067
FDI19_CHUKWUDI046,9730.362236
FDI20_CHUKWUDI010,6690.817025
FDI20_CHUKWUDI013,10312.32747
FDI20_CHUKWUDI046,10563.80992
FDI21_CHUKWUDI018,2465.228516
FDI21_CHUKWUDI027,8119.885345
FDI21_CHUKWUDI035,3878.177817
FDI21_CHUKWUDI045,3179.247963
FDI21_CHUKWUDI046,3210.172976
FDI22_CHUKWUDI010,4638.384148
FDI22_CHUKWUDI013,8355.94796
FDI22_CHUKWUDI046,8596.691231
FDI24_CHUKWUDI013,8245.751547
FDI27_CHUKWUDI017,2842.768333
FDI27_CHUKWUDI027,7235.28959
FDI27_CHUKWUDI045,2319.64606
FDI27_CHUKWUDI049,2608.465642
FDI28_CHUKWUDI018,3366.760869
FDI28_CHUKWUDI027,8978.332296
FDI28_CHUKWUDI045,4094.891801
FDI28_CHUKWUDI046,4043.987826
FDI28_CHUKWUDI049,4326.841919
FDI32_CHUKWUDI027,9424.021024
FDI32_CHUKWUDI035,5263.13842
FDI32_CHUKWUDI045,4869.405501
FDI33_CHUKWUDI017,5634.690197
FDI33_CHUKWUDI027,10088.88435
FDI33_CHUKWUDI045,5212.52688
FDI34_CHUKWUDI018,9007.298585
FDI34_CHUKWUDI046,9738.221003
FDI34_CHUKWUDI049,9903.662803
FDI36_CHUKWUDI046,11070.24266
FDI38_CHUKWUDI010,7443.133179
FDI38_CHUKWUDI046,11488.54402
FDI40_CHUKWUDI017,5212.686922
FDI40_CHUKWUDI018,4041.318733
FDI40_CHUKWUDI035,5358.811255
FDI40_CHUKWUDI045,4762.677478
FDI44_CHUKWUDI017,3985.93901
FDI44_CHUKWUDI027,8331.220439
FDI44_CHUKWUDI049,3732.251828
FDI45_CHUKWUDI013,6220.231115
FDI46_CHUKWUDI018,5789.942767
FDI46_CHUKWUDI046,6439.064952
FDI46_CHUKWUDI049,6757.32987
FDI48_CHUKWUDI017,3116.60234
FDI48_CHUKWUDI035,3378.705193
FDI48_CHUKWUDI049,3004.749681
FDI50_CHUKWUDI013,12261.91391
FDI50_CHUKWUDI018,11757.97522
FDI50_CHUKWUDI049,12746.5021
FDI52_CHUKWUDI035,4015.634562
FDI52_CHUKWUDI045,3398.256917
FDI56_CHUKWUDI017,5020.065443
FDI56_CHUKWUDI018,3791.759109
FDI56_CHUKWUDI027,9400.762264
FDI56_CHUKWUDI046,4526.290273
FDI57_CHUKWUDI013,8352.570408
FDI57_CHUKWUDI046,8667.992565
FDI58_CHUKWUDI017,3660.000265
FDI58_CHUKWUDI045,3095.954392
FDI60_CHUKWUDI018,2003.969741
FDI60_CHUKWUDI045,2646.859915
FDI60_CHUKWUDI046,2663.510314
FDI60_CHUKWUDI049,2939.226904
FDJ03_CHUKWUDI018,2360.470462
FDJ03_CHUKWUDI045,3031.902529
FDJ04_CHUKWUDI035,4154.61567
FDJ04_CHUKWUDI045,3544.272567
FDJ07_CHUKWUDI027,9666.018803
FDJ09_CHUKWUDI017,2539.22424
FDJ09_CHUKWUDI018,1513.369504
FDJ09_CHUKWUDI035,2940.789973
FDJ09_CHUKWUDI045,2209.628075
FDJ09_CHUKWUDI046,2201.735101
FDJ09_CHUKWUDI049,2409.622753
FDJ10_CHUKWUDI027,9503.082945
FDJ12_CHUKWUDI013,9189.576331
FDJ14_CHUKWUDI017,2693.098424
FDJ14_CHUKWUDI019,-3487.781234
FDJ14_CHUKWUDI046,2238.006824
FDJ16_CHUKWUDI017,3130.286509
FDJ16_CHUKWUDI018,1983.764056
FDJ16_CHUKWUDI035,2952.644609
FDJ16_CHUKWUDI046,2707.77936
FDJ16_CHUKWUDI049,2929.999092
FDJ20_CHUKWUDI045,4739.374335
FDJ22_CHUKWUDI013,4854.947421
FDJ26_CHUKWUDI018,6354.112768
FDJ26_CHUKWUDI046,7028.178566
FDJ27_CHUKWUDI017,5745.339948
FDJ27_CHUKWUDI018,4538.428209
FDJ27_CHUKWUDI045,5188.706729
FDJ28_CHUKWUDI010,3358.313541
FDJ32_CHUKWUDI027,7445.971482
FDJ32_CHUKWUDI045,2466.23342
FDJ32_CHUKWUDI046,2184.159535
FDJ33_CHUKWUDI027,11583.3299
FDJ33_CHUKWUDI035,7384.019792
FDJ34_CHUKWUDI027,9625.64121
FDJ36_CHUKWUDI027,9598.904507
FDJ36_CHUKWUDI035,5303.346871
FDJ36_CHUKWUDI045,4582.834977
FDJ38_CHUKWUDI013,8720.030581
FDJ40_CHUKWUDI027,10394.95473
FDJ40_CHUKWUDI035,6163.961119
FDJ41_CHUKWUDI010,2765.027861
FDJ41_CHUKWUDI013,6404.644253
FDJ41_CHUKWUDI018,6064.225523
FDJ41_CHUKWUDI035,7391.656826
FDJ41_CHUKWUDI046,6410.659618
FDJ44_CHUKWUDI013,5742.690834
FDJ45_CHUKWUDI018,1431.851432
FDJ45_CHUKWUDI019,-3498.013933
FDJ45_CHUKWUDI027,7303.81668
FDJ45_CHUKWUDI035,3072.640443
FDJ45_CHUKWUDI045,2405.629645
FDJ45_CHUKWUDI049,2715.790911
FDJ48_CHUKWUDI010,4659.773631
FDJ48_CHUKWUDI013,8382.874456
FDJ48_CHUKWUDI046,8431.48442
FDJ50_CHUKWUDI035,3277.386893
FDJ50_CHUKWUDI045,2603.458626
FDJ50_CHUKWUDI049,2835.405052
FDJ53_CHUKWUDI027,8559.933513
FDJ53_CHUKWUDI035,4197.298603
FDJ55_CHUKWUDI010,7933.301265
FDJ55_CHUKWUDI013,11655.36532
FDJ55_CHUKWUDI018,11162.14588
FDJ55_CHUKWUDI046,11871.33456
FDJ56_CHUKWUDI017,3804.659773
FDJ56_CHUKWUDI019,-2652.365675
FDJ56_CHUKWUDI027,8233.1076
FDJ56_CHUKWUDI045,3433.170271
FDJ57_CHUKWUDI010,5596.309818
FDJ58_CHUKWUDI013,6061.679597
FDK02_CHUKWUDI035,6249.262854
FDK03_CHUKWUDI010,11008.63776
FDK03_CHUKWUDI018,14452.98215
FDK03_CHUKWUDI046,15141.1887
FDK03_CHUKWUDI049,15416.8141
FDK04_CHUKWUDI017,4087.530354
FDK04_CHUKWUDI027,8517.264099
FDK04_CHUKWUDI045,3647.742948
FDK04_CHUKWUDI046,3739.061138
FDK08_CHUKWUDI018,3047.090313
FDK08_CHUKWUDI019,-2167.099553
FDK08_CHUKWUDI027,8670.731801
FDK09_CHUKWUDI010,5602.798483
FDK09_CHUKWUDI046,9680.535144
FDK10_CHUKWUDI013,5895.850113
FDK14_CHUKWUDI017,4251.786993
FDK14_CHUKWUDI018,3094.411995
FDK14_CHUKWUDI035,4368.670521
FDK14_CHUKWUDI045,3787.058918
FDK14_CHUKWUDI046,3828.592301
FDK15_CHUKWUDI018,3370.010517
FDK15_CHUKWUDI019,-1978.241112
FDK15_CHUKWUDI027,8897.359721
FDK15_CHUKWUDI035,4683.758714
FDK16_CHUKWUDI018,5024.407102
FDK16_CHUKWUDI027,10559.11155
FDK16_CHUKWUDI035,6388.02146
FDK16_CHUKWUDI045,5727.964311
FDK20_CHUKWUDI027,11689.67568
FDK20_CHUKWUDI045,6737.928675
FDK21_CHUKWUDI010,2893.771575
FDK21_CHUKWUDI013,6572.383441
FDK21_CHUKWUDI018,6114.80709
FDK21_CHUKWUDI046,6862.992256
FDK21_CHUKWUDI049,7092.587377
FDK22_CHUKWUDI010,3841.968484
FDK22_CHUKWUDI018,7077.186156
FDK24_CHUKWUDI018,1700.812526
FDK24_CHUKWUDI019,-3630.216223
FDK24_CHUKWUDI027,7181.4574
FDK24_CHUKWUDI035,2935.853855
FDK24_CHUKWUDI045,2268.741206
FDK24_CHUKWUDI046,2324.689223
FDK27_CHUKWUDI027,9825.87535
FDK27_CHUKWUDI035,5595.193328
FDK28_CHUKWUDI010,7936.510864
FDK28_CHUKWUDI018,11357.45018
FDK28_CHUKWUDI046,12045.60082
FDK33_CHUKWUDI013,7996.633757
FDK34_CHUKWUDI013,9152.971204
FDK34_CHUKWUDI018,8766.001843
FDK36_CHUKWUDI017,3437.089466
FDK36_CHUKWUDI027,7787.86875
FDK36_CHUKWUDI035,3525.21955
FDK36_CHUKWUDI046,2910.530842
FDK40_CHUKWUDI010,6176.049842
FDK40_CHUKWUDI013,9811.553189
FDK40_CHUKWUDI018,9449.389751
FDK40_CHUKWUDI027,14979.16767
FDK40_CHUKWUDI045,10060.24397
FDK40_CHUKWUDI046,10055.51903
FDK40_CHUKWUDI049,10036.04186
FDK41_CHUKWUDI017,3347.991221
FDK41_CHUKWUDI027,7604.605278
FDK41_CHUKWUDI035,3618.502636
FDK41_CHUKWUDI045,2908.653516
FDK41_CHUKWUDI046,2975.349377
FDK43_CHUKWUDI045,5700.302848
